== LOG SNAPSHOT @ 2025-11-07T15:00:22 ==
---- IBC logs (C:\IBC\Logs) ----

[C:\IBC\Logs\autorun_20251026_054501.log]
[2025-10-26T05:45:01.8228784-07:00] Launch-IBG: start
[2025-10-26T05:45:01.8268827-07:00] killing old ibgateway/javaw...

[C:\IBC\Logs\autorun_20251025_054501.log]
[2025-10-25T05:45:01.8344734-07:00] Launch-IBG: start
[2025-10-25T05:45:01.8379785-07:00] killing old ibgateway/javaw...
---- IBG logs (C:\Jts\ibgateway\1040.bad_20251011_122818.disabled.disabled.disabled) ----

[C:\Jts\ibgateway\1040.bad_20251011_122818.disabled.disabled.disabled\launcher.log]
2025-10-11 12:00:09.565 [BL] INFO  [JTS-CachedThreadExecutor-21] - AdManager: sending request with header X-USERNAME
2025-10-11 12:00:09.574 [BL] ERROR [JTS-CachedThreadExecutor-12] - AdManager: IMAGE_SHOWN service 411
2025-10-11 12:00:09.694 [BL] INFO  [JTS-CachedThreadExecutor-21] - AdManager: NEXT_AD request is ok
2025-10-11 12:00:09.694 [BL] INFO  [JTS-CachedThreadExecutor-21] - AdManager: NEXT_AD receive raw response {"imagePath":"/info/image/328-0-1200x1000-en.jpg","expire":1767193200000,"id":"b3Rsd3B3MDY0LWRUV1MtMzI4LTAtMTc2MDIwOTIwOTU1Nw==","target_alt":"https://www.interactivebrokers.com?adid=b3Rsd3B3MDY0LWRUV1MtMzI4LTAtMTc2MDIwOTIwOTU1Nw==","target":"http://www.interactivebrokers.com/en/trading/ibkr-desktop.php?adid=b3Rsd3B3MDY0LWRUV1MtMzI4LTAtMTc2MDIwOTIwOTU1Nw=="}
2025-10-11 12:00:09.695 [BL] INFO  [JTS-CachedThreadExecutor-21] - AdsManager: parsed json object:
id: b3Rsd3B3MDY0LWRUV1MtMzI4LTAtMTc2MDIwOTIwOTU1Nw==
expire: 1767193200000
imagePath: /info/image/328-0-1200x1000-en.jpg
target: http://www.interactivebrokers.com/en/trading/ibkr-desktop.php?adid=b3Rsd3B3MDY0LWRUV1MtMzI4LTAtMTc2MDIwOTIwOTU1Nw==
target_alt: https://www.interactivebrokers.com?adid=b3Rsd3B3MDY0LWRUV1MtMzI4LTAtMTc2MDIwOTIwOTU1Nw==

2025-10-11 12:00:09.695 [BL] INFO  [JTS-CachedThreadExecutor-21] - AdsManager: try to save image  inC:\Jts\ibgateway\1039\lkplbbanbjdnalogghoajigaiaihojdebfobonmi\\328-0-1200x1000-en.jpg
2025-10-11 12:00:09.695 [BL] ERROR [JTS-CachedThreadExecutor-21] - Unable create ad locator: The system cannot find the path specified
2025-10-11 12:00:09.695 [BL] WARN  [JTS-CachedThreadExecutor-21] - Unable store ad locator: C:\Jts\ibgateway\1039\lkplbbanbjdnalogghoajigaiaihojdebfobonmi\ad.locator (The system cannot find the path specified)
2025-10-11 12:00:09.732 [BL] INFO  [JTS-Login-14] - SPLASH Authenticating
2025-10-11 12:00:09.732 [BL] INFO  [JTS-CCPListenerS2-17] - Initial listener buffer size is 65536.
2025-10-11 12:00:09.732 [BL] INFO  [JTS-CCPListenerS2-17] - Listener thread [sessionID=2] is ready to process messages.
2025-10-11 12:00:09.732 [BL] INFO  [JTS-Login-14] - Terminating launcher login thread
2025-10-11 12:00:09.794 [BL] INFO  [JTS-AuthDispatcherS2-18] - SPLASH 0249 step 2 AuthDispatcher.processDataItr
2025-10-11 12:00:09.795 [BL] INFO  [JTS-AuthDispatcherS2-18] - set nsMsgVersion: context=AuthStart; version=50
2025-10-11 12:00:09.795 [BL] INFO  [JTS-AuthDispatcherS2-18] - Received NS_AUTH_START: 1
2025-10-11 12:00:09.795 [BL] INFO  [JTS-AuthDispatcherS2-18] - pwd time to expiry ms: 2342167191000 days: 27109
2025-10-11 12:00:09.796 [BL] INFO  [JTS-AuthDispatcherS2-18] - Long pwd allowed: true
2025-10-11 12:00:09.796 [BL] INFO  [JTS-AuthDispatcherS2-18] -  NS_AUTH_START version=50 pwd=1 soft=0 token(s)=[token=0] initialTokenType=PWD authenticationType=MARKET_DATA_CONNECTION identityHashcode=2136055705
2025-10-11 12:00:09.796 [BL] INFO  [JTS-AuthDispatcherS2-18] - ### onStartAuthentication
2025-10-11 12:00:09.796 [BL] INFO  [JTS-AuthDispatcherS2-18] - Starting password Authentication
2025-10-11 12:00:09.796 [BL] INFO  [JTS-AuthDispatcherS2-18] - ### onXyzAuthQuery
2025-10-11 12:00:09.796 [BL] INFO  [JTS-AuthDispatcherS2-18] - sendXYZMessage: 777
2025-10-11 12:00:09.796 [BL] INFO  [JTS-AuthDispatcherS2-18] - UserCredentials.setFrom() [this=833036903,other=833036903,old=68eaa939.01df,new=68eaa939.01df].
2025-10-11 12:00:09.855 [BL] INFO  [JTS-AuthDispatcherS2-18] - Receiver: 777
2025-10-11 12:00:09.855 [BL] ERROR [JTS-AuthDispatcherS2-18] - ERROR: Received twslaunch.jauthentication.N with userName NOT PRINTED in it - this is not expected
2025-10-11 12:00:09.855 [BL] INFO  [JTS-AuthDispatcherS2-18] - processXYZMessage: 777, protocol version: 50
2025-10-11 12:00:09.855 [BL] INFO  [JTS-AuthDispatcherS2-18] - Received AUTH_PARAMS
2025-10-11 12:00:09.855 [BL] INFO  [JTS-AuthDispatcherS2-18] - ### onXyzAuthParams
2025-10-11 12:00:09.857 [BL] INFO  [JTS-AuthDispatcherS2-18] - sendXYZMessage: 777
2025-10-11 12:00:09.915 [BL] INFO  [JTS-AuthDispatcherS2-18] - Receiver: 777
2025-10-11 12:00:09.915 [BL] ERROR [JTS-AuthDispatcherS2-18] - ERROR: Received twslaunch.jauthentication.N with userName NOT PRINTED in it - this is not expected
2025-10-11 12:00:09.915 [BL] INFO  [JTS-AuthDispatcherS2-18] - processXYZMessage: 777, protocol version: 50
2025-10-11 12:00:09.915 [BL] INFO  [JTS-AuthDispatcherS2-18] - Received SERVER_PARAMS
2025-10-11 12:00:09.917 [BL] INFO  [JTS-AuthDispatcherS2-18] - Session Token received in AuthenticationMessageXYZ=81b1aXXXXX.., messageId=SERVER_KEY (4)
2025-10-11 12:00:09.917 [BL] INFO  [JTS-AuthDispatcherS2-18] - sendXYZMessage: 777
2025-10-11 12:00:09.976 [BL] INFO  [JTS-AuthDispatcherS2-18] - Receiver: 777
2025-10-11 12:00:09.976 [BL] ERROR [JTS-AuthDispatcherS2-18] - ERROR: Received twslaunch.jauthentication.N with userName NOT PRINTED in it - this is not expected
